ts,prn,S4c,ROTI,VTEC,STEC,station
2026-03-07T00:01:12Z,E07,,,,51.88464694893929,CHAN
2026-03-07T00:01:12Z,E13,,,,85.17960753097302,CHAN
2026-03-07T00:01:12Z,E19,,,,31.21402557096327,CHAN
2026-03-07T00:01:12Z,E21,,,,37.04064368294183,CHAN
2026-03-07T00:01:12Z,E23,,,,41.341242755952045,CHAN
2026-03-07T00:01:12Z,E27,,,,45.64184182896226,CHAN
2026-03-07T00:01:12Z,E29,,,,28.994361509023513,CHAN
2026-03-07T00:01:12Z,J194,,,,24.495368290274822,CHAN
2026-03-07T00:01:12Z,J195,,,,38.44411974182363,CHAN
2026-03-07T00:01:12Z,J199,,,,15.479711974123914,CHAN
2026-03-07T00:01:13Z,G02,,,,0.0,CHAN
2026-03-07T00:01:13Z,G03,,,,27.727396119261325,CHAN
2026-03-07T00:01:13Z,G04,,,,10.03629673546118,CHAN
2026-03-07T00:01:13Z,G08,,,,29.938783528937556,CHAN
2026-03-07T00:01:13Z,G09,,,,22.96440780316315,CHAN
2026-03-07T00:01:13Z,G16,,,,0.0,CHAN
2026-03-07T00:01:13Z,G26,,,,56.475432515979186,CHAN
2026-03-07T00:01:13Z,G27,,,,25.005688499929956,CHAN
2026-03-07T00:01:13Z,G31,,,,15.47971193866048,CHAN
2026-03-07T00:01:13Z,E07,,,,51.87612089326036,CHAN
2026-03-07T00:01:13Z,E13,,,,85.22881296829168,CHAN
2026-03-07T00:01:13Z,E19,,,,31.239603709078175,CHAN
2026-03-07T00:01:13Z,E21,,,,37.027854570501546,CHAN
2026-03-07T00:01:13Z,E23,,,,41.34745662270267,CHAN
2026-03-07T00:01:13Z,E27,,,,45.6271019065327,CHAN
2026-03-07T00:01:13Z,E29,,,,29.002887535780555,CHAN
2026-03-07T00:01:13Z,J194,,,,24.497760511731798,CHAN
2026-03-07T00:01:13Z,J195,,,,38.43366540495598,CHAN
2026-03-07T00:01:13Z,J199,,,,0.0,CHAN
2026-03-07T00:01:14Z,G02,,,,0.0,CHAN
2026-03-07T00:01:14Z,G03,,,,27.7169416050765,CHAN
2026-03-07T00:01:14Z,G04,,,,10.02584225673979,CHAN
2026-03-07T00:01:14Z,G08,,,,29.930721165282833,CHAN
2026-03-07T00:01:14Z,G09,,,,22.96440780316315,CHAN
2026-03-07T00:01:14Z,G16,,,,0.0,CHAN
2026-03-07T00:01:14Z,G26,,,,56.47064825038241,CHAN
2026-03-07T00:01:14Z,G27,,,,25.005688535393396,CHAN
2026-03-07T00:01:14Z,G31,,,,15.472092584233113,CHAN
2026-03-07T00:01:14Z,E07,,,,51.85494784727852,CHAN
2026-03-07T00:01:14Z,E13,,,,85.17914871420722,CHAN
2026-03-07T00:01:14Z,E19,,,,31.220174450240826,CHAN
2026-03-07T00:01:14Z,E21,,,,37.02380472586813,CHAN
2026-03-07T00:01:14Z,E23,,,,41.33030094207866,CHAN
2026-03-07T00:01:14Z,E27,,,,45.62113367334183,CHAN
2026-03-07T00:01:14Z,E29,,,,28.99653154689257,CHAN
2026-03-07T00:01:14Z,J194,,,,24.487266101182836,CHAN
2026-03-07T00:01:14Z,J195,,,,38.43383960134766,CHAN
2026-03-07T00:01:14Z,J199,,,,39.470686597574854,CHAN
2026-03-07T00:01:15Z,G02,,,,0.0,CHAN
2026-03-07T00:01:15Z,G03,,,,27.701434154312953,CHAN
2026-03-07T00:01:15Z,G04,,,,10.028851577425488,CHAN
2026-03-07T00:01:15Z,G08,,,,29.928463385707136,CHAN
2026-03-07T00:01:15Z,G09,,,,22.962015688096482,CHAN
2026-03-07T00:01:15Z,G16,,,,0.0,CHAN
2026-03-07T00:01:15Z,G26,,,,56.44981905020447,CHAN
2026-03-07T00:01:15Z,G27,,,,25.00329638486329,CHAN
2026-03-07T00:01:15Z,G31,,,,15.469827428262983,CHAN
2026-03-07T00:01:15Z,E07,,,,51.86201797532316,CHAN
2026-03-07T00:01:15Z,E13,,,,85.22409875906374,CHAN
2026-03-07T00:01:15Z,E19,,,,31.2417483246113,CHAN
2026-03-07T00:01:15Z,E21,,,,37.03066051383137,CHAN
2026-03-07T00:01:15Z,E23,,,,41.323908164554375,CHAN
2026-03-07T00:01:15Z,E27,,,,45.61100187467014,CHAN
2026-03-07T00:01:15Z,E29,,,,28.98370631101933,CHAN
2026-03-07T00:01:15Z,J194,,,,24.479338817751216,CHAN
2026-03-07T00:01:15Z,J195,,,,38.434010960664544,CHAN
2026-03-07T00:01:15Z,J199,,,,0.0,CHAN
2026-03-07T00:01:16Z,G02,,,,0.0,CHAN
2026-03-07T00:01:16Z,G03,,,,27.701866808217353,CHAN
2026-03-07T00:01:16Z,G04,,,,10.02897569944724,CHAN
2026-03-07T00:01:16Z,G08,,,,29.928635383365847,CHAN
2026-03-07T00:01:16Z,G09,,,,22.953993185342462,CHAN
2026-03-07T00:01:16Z,G16,,,,0.0,CHAN
2026-03-07T00:01:16Z,G26,,,,56.434564240950344,CHAN
2026-03-07T00:01:16Z,G27,,,,24.990046678212007,CHAN
2026-03-07T00:01:16Z,G31,,,,15.464764952020303,CHAN
2026-03-07T00:01:16Z,E07,,,,51.864707305617195,CHAN
2026-03-07T00:01:16Z,E13,,,,85.1807269814103,CHAN
2026-03-07T00:01:16Z,E19,,,,31.22654634616495,CHAN
2026-03-07T00:01:16Z,E21,,,,37.01146263006503,CHAN
2026-03-07T00:01:16Z,E23,,,,41.34746307228278,CHAN
2026-03-07T00:01:16Z,E27,,,,45.60761410980239,CHAN
2026-03-07T00:01:16Z,E29,,,,28.988146919225784,CHAN
2026-03-07T00:01:16Z,J194,,,,24.47677083951144,CHAN
2026-03-07T00:01:16Z,J195,,,,38.43417941197978,CHAN
2026-03-07T00:01:16Z,J199,,,,62.68226422134205,CHAN
2026-03-07T00:01:17Z,G02,,,,0.0,CHAN
2026-03-07T00:01:17Z,G03,,,,27.69750803291115,CHAN
2026-03-07T00:01:17Z,G04,,,,10.026705614059674,CHAN
2026-03-07T00:01:17Z,G08,,,,29.926412428883115,CHAN
2026-03-07T00:01:17Z,G09,,,,22.94610441520102,CHAN
2026-03-07T00:01:17Z,G16,,,,0.0,CHAN
2026-03-07T00:01:17Z,G26,,,,56.422398793354226,CHAN
2026-03-07T00:01:17Z,G27,,,,24.982245041729836,CHAN
2026-03-07T00:01:17Z,G31,,,,15.459786843288985,CHAN
2026-03-07T00:01:17Z,E07,,,,51.858825722390414,CHAN
2026-03-07T00:01:17Z,E13,,,,85.18070829787332,CHAN
2026-03-07T00:01:17Z,E19,,,,31.213548562332512,CHAN
2026-03-07T00:01:17Z,E21,,,,37.00111079370081,CHAN
2026-03-07T00:01:17Z,E23,,,,41.34504728516643,CHAN
2026-03-07T00:01:17Z,E27,,,,45.621334940731714,CHAN
2026-03-07T00:01:17Z,E29,,,,28.975461433895436,CHAN
2026-03-07T00:01:17Z,J194,,,,24.474245701100884,CHAN
2026-03-07T00:01:17Z,J195,,,,0.0,CHAN
2026-03-07T00:01:17Z,J199,,,,61.89316286550954,CHAN
2026-03-07T00:01:18Z,G02,,,,0.0,CHAN
2026-03-07T00:01:18Z,G03,,,,27.703676400904214,CHAN
2026-03-07T00:01:18Z,G04,,,,10.026865447760256,CHAN
2026-03-07T00:01:18Z,G08,,,,29.926618648756403,CHAN
2026-03-07T00:01:18Z,G09,,,,22.93311990411507,CHAN
2026-03-07T00:01:18Z,G16,,,,0.0,CHAN
2026-03-07T00:01:18Z,G26,,,,56.41043605475135,CHAN
2026-03-07T00:01:18Z,G27,,,,24.975016387963517,CHAN
2026-03-07T00:01:18Z,G31,,,,15.454891683531631,CHAN
2026-03-07T00:01:18Z,E07,,,,51.85499305218301,CHAN
2026-03-07T00:01:18Z,E13,,,,85.20626812843572,CHAN
2026-03-07T00:01:18Z,E19,,,,31.232920787214855,CHAN
2026-03-07T00:01:18Z,E21,,,,37.01224661557124,CHAN
2026-03-07T00:01:18Z,E23,,,,41.298090553240975,CHAN
2026-03-07T00:01:18Z,E27,,,,45.59219680793059,CHAN
2026-03-07T00:01:18Z,E29,,,,28.982351609978604,CHAN
2026-03-07T00:01:18Z,J194,,,,24.461308072675724,CHAN
2026-03-07T00:01:18Z,J195,,,,44.47927154084651,CHAN
2026-03-07T00:01:18Z,J199,,,,61.12527552358583,CHAN
2026-03-07T00:01:19Z,G02,,,,0.0,CHAN
2026-03-07T00:01:19Z,G03,,,,27.70690683610581,CHAN
2026-03-07T00:01:19Z,G04,,,,10.024630471173126,CHAN
2026-03-07T00:01:19Z,G08,,,,29.92442924268297,CHAN
2026-03-07T00:01:19Z,G09,,,,22.920351790908196,CHAN
2026-03-07T00:01:19Z,G16,,,,0.0,CHAN
2026-03-07T00:01:19Z,G26,,,,56.401064913035825,CHAN
2026-03-07T00:01:19Z,G27,,,,24.970300389478705,CHAN
2026-03-07T00:01:19Z,G31,,,,15.45291324943175,CHAN
2026-03-07T00:01:19Z,E07,,,,51.849273373662164,CHAN
2026-03-07T00:01:19Z,E13,,,,85.15271659962713,CHAN
2026-03-07T00:01:19Z,E19,,,,31.213602877630432,CHAN
2026-03-07T00:01:19Z,E21,,,,36.9933556219147,CHAN
2026-03-07T00:01:19Z,E23,,,,41.251916505336965,CHAN
2026-03-07T00:01:19Z,E27,,,,45.616651504388244,CHAN
2026-03-07T00:01:19Z,E29,,,,28.972074883746817,CHAN
2026-03-07T00:01:19Z,J194,,,,24.4590406825092,CHAN
2026-03-07T00:01:19Z,J195,,,,44.37629352818147,CHAN
2026-03-07T00:01:19Z,J199,,,,60.36212396874355,CHAN
2026-03-07T00:01:20Z,G02,,,,0.0,CHAN
2026-03-07T00:01:20Z,G03,,,,27.704856233916132,CHAN
2026-03-07T00:01:20Z,G04,,,,10.01676255353134,CHAN
2026-03-07T00:01:20Z,G08,,,,29.921833390183448,CHAN
2026-03-07T00:01:20Z,G09,,,,22.923921185619477,CHAN
2026-03-07T00:01:20Z,G16,,,,0.0,CHAN
2026-03-07T00:01:20Z,G26,,,,56.38945776629356,CHAN
2026-03-07T00:01:20Z,G27,,,,24.968497995869107,CHAN
2026-03-07T00:01:20Z,G31,,,,15.445740521502088,CHAN
2026-03-07T00:01:20Z,E07,,,,51.85838897302201,CHAN
2026-03-07T00:01:20Z,E13,,,,85.19384418370126,CHAN
2026-03-07T00:01:20Z,E19,,,,31.237237204851954,CHAN
2026-03-07T00:01:20Z,E21,,,,36.996455903256724,CHAN
2026-03-07T00:01:20Z,E23,,,,41.28750945310328,CHAN
2026-03-07T00:01:20Z,E27,,,,45.589542299584735,CHAN
2026-03-07T00:01:20Z,E29,,,,28.966232431828914,CHAN
2026-03-07T00:01:20Z,J194,,,,24.446356546715897,CHAN
2026-03-07T00:01:20Z,J195,,,,0.0,CHAN
2026-03-07T00:01:20Z,J199,,,,59.616918826928845,CHAN
2026-03-07T00:01:21Z,G02,,,,0.0,CHAN
2026-03-07T00:01:21Z,G03,,,,27.69761250819003,CHAN
2026-03-07T00:01:21Z,G04,,,,10.076625469793182,CHAN
2026-03-07T00:01:21Z,G08,,,,29.924950980735552,CHAN
2026-03-07T00:01:21Z,G09,,,,22.91174931914167,CHAN
2026-03-07T00:01:21Z,G16,,,,0.0,CHAN
2026-03-07T00:01:21Z,G26,,,,56.375651957521384,CHAN
2026-03-07T00:01:21Z,G27,,,,24.969117861245742,CHAN
2026-03-07T00:01:21Z,G31,,,,15.438687340811095,CHAN
2026-03-07T00:01:21Z,E07,,,,51.83982361085602,CHAN
2026-03-07T00:01:21Z,E13,,,,85.1699796093622,CHAN
2026-03-07T00:01:21Z,E19,,,,31.192269199505542,CHAN
2026-03-07T00:01:21Z,E21,,,,36.997192370107726,CHAN
2026-03-07T00:01:21Z,E23,,,,41.258563824361225,CHAN
2026-03-07T00:01:21Z,E27,,,,45.59698910624497,CHAN
2026-03-07T00:01:21Z,E29,,,,28.964750387733485,CHAN
2026-03-07T00:01:21Z,J194,,,,24.444338180788446,CHAN
2026-03-07T00:01:21Z,J195,,,,50.22809475911038,CHAN
2026-03-07T00:01:21Z,J199,,,,58.884133760172006,CHAN
2026-03-07T00:01:22Z,G02,,,,0.0,CHAN
2026-03-07T00:01:22Z,G03,,,,27.709006377835486,CHAN
2026-03-07T00:01:22Z,G04,,,,10.106519372146666,CHAN
2026-03-07T00:01:22Z,G08,,,,29.922789413458432,CHAN
2026-03-07T00:01:22Z,G09,,,,22.910234853159103,CHAN
2026-03-07T00:01:22Z,G16,,,,0.0,CHAN
2026-03-07T00:01:22Z,G26,,,,56.37492286476561,CHAN
2026-03-07T00:01:22Z,G27,,,,24.964500131938728,CHAN
2026-03-07T00:01:22Z,G31,,,,15.436978925303677,CHAN
2026-03-07T00:01:22Z,E07,,,,51.834356767444014,CHAN
2026-03-07T00:01:22Z,E13,,,,85.13603581633635,CHAN
2026-03-07T00:01:22Z,E19,,,,31.182154898573593,CHAN
2026-03-07T00:01:22Z,E21,,,,36.99791654515808,CHAN
2026-03-07T00:01:22Z,E23,,,,41.27468172994803,CHAN
2026-03-07T00:01:22Z,E27,,,,45.57056887855916,CHAN
2026-03-07T00:01:22Z,E29,,,,28.971819069683935,CHAN
2026-03-07T00:01:22Z,J194,,,,24.43712633669021,CHAN
2026-03-07T00:01:22Z,J195,,,,50.02930298594905,CHAN
2026-03-07T00:01:22Z,J199,,,,58.161169795191284,CHAN
2026-03-07T00:01:23Z,G02,,,,0.0,CHAN
2026-03-07T00:01:23Z,G03,,,,27.701693533874984,CHAN
2026-03-07T00:01:23Z,G04,,,,10.177732963590396,CHAN
2026-03-07T00:01:23Z,G08,,,,29.920663806104184,CHAN
2026-03-07T00:01:23Z,G09,,,,22.911137752208774,CHAN
2026-03-07T00:01:23Z,G16,,,,0.0,CHAN
2026-03-07T00:01:23Z,G26,,,,56.368978661143835,CHAN
2026-03-07T00:01:23Z,G27,,,,24.951896994630477,CHAN
2026-03-07T00:01:23Z,G31,,,,15.440526297221957,CHAN
2026-03-07T00:01:23Z,E07,,,,51.85224703499658,CHAN
2026-03-07T00:01:23Z,E13,,,,85.20497046135,CHAN
2026-03-07T00:01:23Z,E19,,,,31.198148555747263,CHAN
2026-03-07T00:01:23Z,E21,,,,36.98583957626447,CHAN
