ts_utc,ws_total_connections,ws_station_connections,publish_count,publish_rows,publish_write_ms,publish_broadcast_ms,publish_total_ms,client_ws_status,client_ws_reconnects,client_pending_samples,client_pending_counts,client_render_ms,client_heap_mb,client_fps,client_last_seen
2026-03-07T01:03:04.689484+00:00,1,1,15802,11,48.902,1.255,50.158,open,0,6,0,0.40000003576278687,183.1315860748291,0.9049773755656109,2026-03-07T01:03:04.046588+00:00
2026-03-07T01:03:08.784891+00:00,1,1,15815,7,26.38,0.515,26.895,open,0,18,0,0.30000001192092896,199.75184726715088,1.5006565372350402,2026-03-07T01:03:06.542237+00:00
2026-03-07T01:03:12.858005+00:00,1,1,15831,13,87.243,0.948,88.191,open,0,18,0,0.30000001192092896,199.75184726715088,1.5006565372350402,2026-03-07T01:03:06.542237+00:00
2026-03-07T01:03:16.936207+00:00,1,1,15844,6,8.587,0.392,8.979,open,0,0,0,0,108.94576263427734,1.5713881643042775,2026-03-07T01:03:16.792468+00:00
2026-03-07T01:03:21.037697+00:00,1,1,15859,13,92.757,0.764,93.521,open,0,0,0,0,108.94576263427734,1.5713881643042775,2026-03-07T01:03:16.792468+00:00
2026-03-07T01:03:25.081860+00:00,0,0,15875,7,9.359,0.13,9.489,open,0,0,0,0,108.94576263427734,1.5713881643042775,2026-03-07T01:03:16.792468+00:00
2026-03-07T01:03:29.117833+00:00,1,1,15889,6,12.681,0.505,13.186,open,0,0,0,0,108.94576263427734,1.5713881643042775,2026-03-07T01:03:16.792468+00:00
2026-03-07T01:03:33.150260+00:00,1,1,15903,7,8.29,0.315,8.605,open,0,6,0,0.19999998807907104,101.51313495635986,3.7991034115948628,2026-03-07T01:03:29.627366+00:00
2026-03-07T01:03:37.206111+00:00,1,1,15918,6,14.157,0.35,14.508,open,0,12,0,0.09999996423721313,98.31364345550537,6.089604175728578,2026-03-07T01:03:33.896383+00:00
2026-03-07T01:03:41.308586+00:00,1,1,15934,6,10.306,0.354,10.66,open,0,13,0,0.09999996423721313,151.5765142440796,11.835319976329345,2026-03-07T01:03:39.038586+00:00
2026-03-07T01:03:45.341939+00:00,1,1,15947,7,11.288,0.345,11.633,open,0,7,0,0.09999996423721313,83.66441535949707,10.317981427633445,2026-03-07T01:03:43.955761+00:00
2026-03-07T01:03:49.378133+00:00,1,1,15962,6,6.58,0.255,6.836,open,0,0,0,0.20000004768371582,146.88726997375488,22.511959478472892,2026-03-07T01:03:48.966896+00:00
2026-03-07T01:03:53.414746+00:00,1,1,15975,7,9.148,0.309,9.457,open,0,0,0,0.20000004768371582,146.88726997375488,22.511959478472892,2026-03-07T01:03:48.966896+00:00
2026-03-07T01:03:57.478655+00:00,1,1,15991,6,9.898,0.361,10.259,open,0,19,0,0,69.6319580078125,22.63333989372161,2026-03-07T01:03:53.895046+00:00
2026-03-07T01:04:01.540888+00:00,1,1,16006,1,3.585,0.331,3.916,open,0,26,0,0.10000002384185791,139.0203456878662,8.441193021947125,2026-03-07T01:03:58.889935+00:00
2026-03-07T01:04:05.579360+00:00,1,1,16019,6,14.306,0.533,14.839,open,0,7,0,0.09999996423721313,71.64037895202637,5.9431831689052705,2026-03-07T01:04:04.455049+00:00
2026-03-07T01:04:09.634794+00:00,1,1,16034,6,8.751,0.318,9.069,open,0,12,0,0.10000002384185791,122.66231536865234,23.617398149970548,2026-03-07T01:04:08.889156+00:00
