ts_utc,ws_total_connections,ws_station_connections,publish_count,publish_rows,publish_write_ms,publish_broadcast_ms,publish_total_ms,client_ws_status,client_ws_reconnects,client_pending_samples,client_pending_counts,client_render_ms,client_heap_mb,client_fps,client_last_seen
2026-03-07T03:39:27.406143+00:00,0,0,49764,8,29.673,1.251,30.924,open,0,0,0,0.09999996423721313,254.1395378112793,0.9235315847801846,2026-03-07T01:11:54.256081+00:00
2026-03-07T03:39:31.437719+00:00,0,0,49782,7,28.79,0.134,28.924,open,0,0,0,0.09999996423721313,254.1395378112793,0.9235315847801846,2026-03-07T01:11:54.256081+00:00
2026-03-07T03:39:35.498882+00:00,0,0,49799,5,13.146,0.187,13.333,open,0,0,0,0.09999996423721313,254.1395378112793,0.9235315847801846,2026-03-07T01:11:54.256081+00:00
2026-03-07T03:39:39.545158+00:00,0,0,49819,7,11.437,0.116,11.552,open,0,0,0,0.09999996423721313,254.1395378112793,0.9235315847801846,2026-03-07T01:11:54.256081+00:00
2026-03-07T03:39:43.605533+00:00,1,1,49836,8,12.686,0.485,13.17,open,0,0,0,0.09999996423721313,254.1395378112793,0.9235315847801846,2026-03-07T01:11:54.256081+00:00
2026-03-07T03:39:47.641061+00:00,1,1,49855,17,22.51,1.498,24.008,open,0,30,0,0,106.87430572509766,3.8548378214659405,2026-03-07T03:39:43.899506+00:00
2026-03-07T03:39:51.688839+00:00,1,1,49874,7,12.033,0.308,12.342,open,0,12,0,0,119.93511581420898,5.457025920873124,2026-03-07T03:39:49.205151+00:00
2026-03-07T03:39:55.722392+00:00,1,1,49892,4,7.03,0.323,7.353,open,0,19,0,0.09999996423721313,83.31028652191162,16.673614005835766,2026-03-07T03:39:54.124016+00:00
2026-03-07T03:39:59.763230+00:00,1,1,49909,8,11.651,0.306,11.957,open,0,19,0,0,104.3811731338501,5.583862636979127,2026-03-07T03:39:58.795371+00:00
2026-03-07T03:40:03.795700+00:00,1,1,49927,7,12.431,0.268,12.7,open,0,19,0,0,104.3811731338501,5.583862636979127,2026-03-07T03:39:58.795371+00:00
2026-03-07T03:40:07.817888+00:00,1,1,49947,4,9.715,0.422,10.137,open,0,7,0,0.19999998807907104,146.99855518341064,15.744932099980307,2026-03-07T03:40:03.832028+00:00
2026-03-07T03:40:11.849921+00:00,1,1,49964,4,7.856,0.279,8.135,open,0,21,0,0.19999998807907104,195.70485877990723,4.8673643222195295,2026-03-07T03:40:09.384465+00:00
2026-03-07T03:40:15.887062+00:00,1,1,49982,4,6.437,0.295,6.732,open,0,4,0,0.10000002384185791,85.46162509918213,8.063793566884698,2026-03-07T03:40:14.026857+00:00
2026-03-07T03:40:19.923531+00:00,1,1,50001,4,5.245,0.362,5.607,open,0,0,0,0.10000002384185791,149.66541957855225,12.00583140382473,2026-03-07T03:40:18.797574+00:00
2026-03-07T03:40:23.980821+00:00,1,1,50020,7,10.095,0.32,10.415,open,0,0,0,0.09999996423721313,59.443602561950684,20.66522338122408,2026-03-07T03:40:23.810019+00:00
2026-03-07T03:40:28.028782+00:00,1,1,50037,3,9.409,0.442,9.851,open,0,0,0,0.09999996423721313,59.443602561950684,20.66522338122408,2026-03-07T03:40:23.810019+00:00
2026-03-07T03:40:32.078018+00:00,1,1,50057,7,11.591,0.441,12.032,open,0,0,0,0.09999996423721313,130.92693614959717,22.267402459095717,2026-03-07T03:40:28.955623+00:00
2026-03-07T03:40:36.128231+00:00,1,1,50077,7,12.826,0.454,13.28,open,0,8,0,0.09999996423721313,158.78652667999268,13.959656592447784,2026-03-07T03:40:33.956210+00:00
2026-03-07T03:40:40.196973+00:00,1,1,50093,4,9.801,0.456,10.257,open,0,0,0,0,85.7998914718628,7.015902712815739,2026-03-07T03:40:39.396919+00:00
2026-03-07T03:40:44.248554+00:00,1,1,50112,4,7.674,0.321,7.995,open,0,0,0,0.09999996423721313,117.05653285980225,3.914915829309692,2026-03-07T03:40:43.991460+00:00
2026-03-07T03:40:48.432980+00:00,1,1,50131,5,22.685,0.771,23.456,open,0,0,0,0.09999996423721313,117.05653285980225,3.914915829309692,2026-03-07T03:40:43.991460+00:00
2026-03-07T03:40:52.483361+00:00,1,1,50150,4,31.435,0.515,31.95,open,0,0,0,0.19999998807907104,141.0732889175415,0.9681948007939211,2026-03-07T03:40:49.122701+00:00
2026-03-07T03:40:56.568276+00:00,1,1,50168,8,26.809,1.006,27.815,open,0,0,0,0.30000001192092896,171.58413696289062,0.7696155770192797,2026-03-07T03:40:55.543718+00:00
2026-03-07T03:41:00.790005+00:00,1,1,50189,7,11.947,0.419,12.366,open,0,7,0,0.19999998807907104,184.4613094329834,0.9528346831824679,2026-03-07T03:40:59.628765+00:00
2026-03-07T03:41:04.826914+00:00,1,1,50207,4,11.399,0.439,11.837,open,0,0,0,0.09999996423721313,202.06427001953125,1.429081814933905,2026-03-07T03:41:04.451952+00:00
2026-03-07T03:41:08.853336+00:00,1,1,50225,4,6.866,0.34,7.206,open,0,0,0,0.09999996423721313,202.06427001953125,1.429081814933905,2026-03-07T03:41:04.451952+00:00
2026-03-07T03:41:12.881803+00:00,1,1,50242,4,7.507,0.47,7.977,open,0,0,0,0.10000002384185791,86.41996955871582,2.770594754340591,2026-03-07T03:41:08.936660+00:00
2026-03-07T03:41:16.933098+00:00,1,1,50262,4,7.079,0.275,7.354,open,0,0,0,0,136.100191116333,3.6016567621105833,2026-03-07T03:41:14.024498+00:00
2026-03-07T03:41:20.966982+00:00,1,1,50281,4,9.692,0.417,10.11,open,0,8,0,0.10000002384185791,176.52885913848877,7.872466049990069,2026-03-07T03:41:19.063063+00:00
2026-03-07T03:41:25.018283+00:00,1,1,50297,1,71.474,0.656,72.13,open,0,0,0,0.20000004768371582,230.83085346221924,2.1696680407897637,2026-03-07T03:41:24.542846+00:00
2026-03-07T03:41:29.082195+00:00,1,1,50317,4,7.97,0.422,8.392,open,0,0,0,0.20000004768371582,230.83085346221924,2.1696680407897637,2026-03-07T03:41:24.542846+00:00
2026-03-07T03:41:33.153046+00:00,1,1,50333,4,12.066,0.592,12.657,open,0,11,0,0.19999998807907104,99.19756698608398,2.0010672358591286,2026-03-07T03:41:29.385396+00:00
2026-03-07T03:41:37.218377+00:00,1,1,50352,4,8.662,0.328,8.99,open,0,0,0,0.09999996423721313,138.74697971343994,1.188636633781054,2026-03-07T03:41:34.946611+00:00
2026-03-07T03:41:41.411020+00:00,1,1,50371,7,20.535,0.507,21.042,open,0,4,0,0.30000001192092896,163.97339916229248,0.6939866060585009,2026-03-07T03:41:40.980748+00:00
2026-03-07T03:41:45.478102+00:00,1,1,50389,5,20.14,0.705,20.845,open,0,0,0,0.19999998807907104,182.48327827453613,2.0939484888671567,2026-03-07T03:41:44.301654+00:00
2026-03-07T03:41:49.847856+00:00,1,1,50409,5,29.601,1.001,30.602,open,0,0,0,0.19999998807907104,182.48327827453613,2.0939484888671567,2026-03-07T03:41:44.301654+00:00
2026-03-07T03:41:54.079174+00:00,1,1,50425,7,24.237,1.889,26.126,open,0,0,0,0.10000002384185791,202.521222114563,0.5196964972456094,2026-03-07T03:41:51.440705+00:00
2026-03-07T03:41:58.146196+00:00,1,1,50442,7,24.597,0.771,25.369,open,0,0,0,0.30000001192092896,215.90384197235107,0.47267914539610384,2026-03-07T03:41:55.220448+00:00
